lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,2022-09-26 14:08:30.683412,0.10378330200910568,0.00034101688652299345,0.10378330200910568,6799.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:08:56.561451,,,,,,,,,,,,,,
,2022-09-26 14:08:57.081794,0.32949715852737427,0.0024739806540310383,0.32949715852737427,6849.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:09:23.027726,,,,,,,,,,,,,,
,2022-09-26 14:09:23.548762,0.11927470564842224,0.0003921698371414095,0.11927470564842224,6899.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:09:49.382636,,,,,,,,,,,,,,
,2022-09-26 14:09:49.903458,0.03322089463472366,0.00012971619435120374,0.03322089463472366,6949.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:10:15.770950,,,,,,,,,,,,,,
,2022-09-26 14:10:45.993900,0.034903258085250854,0.000133640191052109,0.034903258085250854,6999.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:11:11.933166,,,,,,,,,,,,,,
,2022-09-26 14:11:12.469201,0.1543576568365097,0.0006109005771577358,0.1543576568365097,7049.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:11:38.310328,,,,,,,,,,,,,,
,2022-09-26 14:11:38.832071,0.029108446091413498,0.00011392667511245236,0.029108446091413498,7099.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:12:04.824589,,,,,,,,,,,,,,
,2022-09-26 14:12:05.357656,0.0036214138381183147,2.056208541034721e-05,0.0036214138381183147,7149.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:12:31.252563,,,,,,,,,,,,,,
,2022-09-26 14:12:31.773255,0.007180995307862759,3.6731722502736375e-05,0.007180995307862759,7199.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:12:57.676574,,,,,,,,,,,,,,
,2022-09-26 14:12:58.196661,0.1988389641046524,0.0008550869533792138,0.1988389641046524,7249.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:13:24.106489,,,,,,,,,,,,,,
,2022-09-26 14:13:24.627435,0.24317841231822968,0.0013000352773815393,0.24317841231822968,7299.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:13:50.518898,,,,,,,,,,,,,,
,2022-09-26 14:13:51.042804,0.076250359416008,0.00025693204952403903,0.076250359416008,7349.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:14:16.960303,,,,,,,,,,,,,,
,2022-09-26 14:14:17.480786,0.15101057291030884,0.0005180420121178031,0.15101057291030884,7399.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:14:43.359571,,,,,,,,,,,,,,
,2022-09-26 14:14:43.882002,0.030275173485279083,0.0001175251163658686,0.030275173485279083,7449.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:15:09.831743,,,,,,,,,,,,,,
,2022-09-26 14:15:39.964099,0.19306650757789612,0.0006872545345686376,0.19306650757789612,7499.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:16:05.967614,,,,,,,,,,,,,,
,2022-09-26 14:16:06.490894,0.20244668424129486,0.0007178993546403944,0.20244668424129486,7549.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:16:32.499139,,,,,,,,,,,,,,
,2022-09-26 14:16:33.025811,0.033513158559799194,0.00013101148942951113,0.033513158559799194,7599.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:16:58.921909,,,,,,,,,,,,,,
,2022-09-26 14:16:59.458267,0.010468995198607445,5.0846276280935854e-05,0.010468995198607445,7649.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:17:25.372555,,,,,,,,,,,,,,
,2022-09-26 14:17:25.892574,0.11116115003824234,0.00036755259498022497,0.11116115003824234,7699.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:17:51.850653,,,,,,,,,,,,,,
,2022-09-26 14:17:52.371737,0.14123445749282837,0.000492712773848325,0.14123445749282837,7749.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:18:18.327111,,,,,,,,,,,,,,
,2022-09-26 14:18:18.890048,0.007143903989344835,3.633128653746098e-05,0.007143903989344835,7799.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:18:44.827301,,,,,,,,,,,,,,
,2022-09-26 14:18:45.348826,0.020438028499484062,8.830727892927825e-05,0.020438028499484062,7849.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:19:11.298618,,,,,,,,,,,,,,
,2022-09-26 14:19:11.820477,0.004865532275289297,2.637374200276099e-05,0.004865532275289297,7899.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:19:37.786107,,,,,,,,,,,,,,
,2022-09-26 14:19:38.307836,0.4332333505153656,0.006264129187911749,0.4332333505153656,7949.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:20:04.200413,,,,,,,,,,,,,,
,2022-09-26 14:20:34.956294,0.17625123262405396,0.0006368776666931808,0.17625123262405396,7999.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:21:00.875208,,,,,,,,,,,,,,
,2022-09-26 14:21:01.394958,0.009395135566592216,4.3543979700189084e-05,0.009395135566592216,8049.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:21:27.365527,,,,,,,,,,,,,,
,2022-09-26 14:21:27.887221,0.019170954823493958,8.250051905633882e-05,0.019170954823493958,8099.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:21:53.863488,,,,,,,,,,,,,,
,2022-09-26 14:21:54.385994,0.1475730538368225,0.0004887761897407472,0.1475730538368225,8149.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:22:20.325235,,,,,,,,,,,,,,
,2022-09-26 14:22:20.863736,0.031205106526613235,0.0001190778857562691,0.031205106526613235,8199.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:22:46.827540,,,,,,,,,,,,,,
,2022-09-26 14:22:47.349183,0.21346518397331238,0.0009595947922207415,0.21346518397331238,8249.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:23:13.229544,,,,,,,,,,,,,,
,2022-09-26 14:23:13.749650,0.022153738886117935,8.926319424062967e-05,0.022153738886117935,8299.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:23:39.716651,,,,,,,,,,,,,,
,2022-09-26 14:23:40.239884,0.04932994395494461,0.00017800704517867416,0.04932994395494461,8349.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:24:06.224169,,,,,,,,,,,,,,
,2022-09-26 14:24:06.745622,0.057329319417476654,0.00019415841961745173,0.057329319417476654,8399.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:24:32.695564,,,,,,,,,,,,,,
,2022-09-26 14:24:33.229810,0.04027298092842102,0.00014199029828887433,0.04027298092842102,8449.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:24:59.158611,,,,,,,,,,,,,,
,2022-09-26 14:25:29.977562,0.1985415667295456,0.0007674263906665146,0.1985415667295456,8499.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:25:55.852078,,,,,,,,,,,,,,
,2022-09-26 14:25:56.376275,0.0052489531226456165,2.8164509785710834e-05,0.0052489531226456165,8549.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:26:22.229328,,,,,,,,,,,,,,
,2022-09-26 14:26:22.768176,0.2102518528699875,0.0008671453688293695,0.2102518528699875,8599.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:26:48.713575,,,,,,,,,,,,,,
,2022-09-26 14:26:49.233987,0.005790458992123604,3.12056508846581e-05,0.005790458992123604,8649.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:27:15.102654,,,,,,,,,,,,,,
,2022-09-26 14:27:15.624563,0.08419379591941833,0.0002815730404108763,0.08419379591941833,8699.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:27:41.628028,,,,,,,,,,,,,,
,2022-09-26 14:27:42.149368,0.15423935651779175,0.0006174958543851972,0.15423935651779175,8749.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:28:08.138113,,,,,,,,,,,,,,
,2022-09-26 14:28:08.665123,0.32717084884643555,0.0020076651126146317,0.32717084884643555,8799.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:28:34.638672,,,,,,,,,,,,,,
,2022-09-26 14:28:35.173046,0.0985615998506546,0.0003239950747229159,0.0985615998506546,8849.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:29:01.042408,,,,,,,,,,,,,,
,2022-09-26 14:29:01.568598,0.07181307673454285,0.00023984158178791404,0.07181307673454285,8899.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:29:27.481236,,,,,,,,,,,,,,
,2022-09-26 14:29:28.002531,0.7656543254852295,0.07803244143724442,0.7656543254852295,8949.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:29:53.949999,,,,,,,,,,,,,,
,2022-09-26 14:30:24.762044,0.012503370642662048,5.868928201380186e-05,0.012503370642662048,8999.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:30:50.753551,,,,,,,,,,,,,,
,2022-09-26 14:30:51.274683,0.34905901551246643,0.0022003077901899815,0.34905901551246643,9049.0,0.0,,,,,,,,,
0.0005,2022-09-26 14:31:17.046406,,,,,,,,,,,,,,
,2022-09-26 14:31:17.565475,0.5975008010864258,0.030924396589398384,0.5975008010864258,9099.0,0.0,,,,,,,,,
,2022-09-26 14:32:14.851733,,,,,0.0,0.12914934754371643,0.004956903401762247,0.12914934754371643,0.13898663222789764,0.0016280742129310966,0.13898663222789764,,,
,2022-09-26 14:32:14.922340,,,,,0.0,,,,,,,0.11739963293075562,0.00213522557169199,0.11739963293075562
0.0005,2022-09-26 14:32:43.635974,,,,,,,,,,,,,,
,2022-09-26 14:32:44.157798,0.07391611486673355,0.0002494766376912594,0.07391611486673355,9149.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:33:10.136138,,,,,,,,,,,,,,
,2022-09-26 14:33:10.661158,0.21204209327697754,0.000854996673297137,0.21204209327697754,9199.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:33:36.580635,,,,,,,,,,,,,,
,2022-09-26 14:33:37.103178,0.0425519123673439,0.00015079537115525454,0.0425519123673439,9249.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:34:03.046570,,,,,,,,,,,,,,
,2022-09-26 14:34:03.569134,0.0073114377446472645,3.638748239609413e-05,0.0073114377446472645,9299.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:34:29.530545,,,,,,,,,,,,,,
,2022-09-26 14:34:30.051908,0.07228551059961319,0.0002451006730552763,0.07228551059961319,9349.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:34:55.961530,,,,,,,,,,,,,,
,2022-09-26 14:34:56.483333,0.05232648923993111,0.0001897208421723917,0.05232648923993111,9399.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:35:22.397568,,,,,,,,,,,,,,
,2022-09-26 14:35:22.932998,0.02935139276087284,0.0001165383800980635,0.02935139276087284,9449.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:35:48.851639,,,,,,,,,,,,,,
,2022-09-26 14:36:19.709806,0.08804202824831009,0.0002894830540753901,0.08804202824831009,9499.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:36:45.700729,,,,,,,,,,,,,,
,2022-09-26 14:36:46.223022,0.006076750345528126,3.149091935483739e-05,0.006076750345528126,9549.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:37:12.190559,,,,,,,,,,,,,,
,2022-09-26 14:37:12.733977,0.0038701528683304787,2.2946622266317718e-05,0.0038701528683304787,9599.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:37:38.683058,,,,,,,,,,,,,,
,2022-09-26 14:37:39.205842,0.042421966791152954,0.00015706718841101974,0.042421966791152954,9649.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:38:05.118590,,,,,,,,,,,,,,
,2022-09-26 14:38:05.639958,0.0025366838090121746,1.4997104699432384e-05,0.0025366838090121746,9699.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:38:31.577082,,,,,,,,,,,,,,
,2022-09-26 14:38:32.104972,0.1717856228351593,0.0005784956156276166,0.1717856228351593,9749.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:38:58.043976,,,,,,,,,,,,,,
,2022-09-26 14:38:58.565126,0.14917884767055511,0.0004977365606464446,0.14917884767055511,9799.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:39:24.601501,,,,,,,,,,,,,,
,2022-09-26 14:39:25.122850,0.05213388800621033,0.00018812506459653378,0.05213388800621033,9849.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:39:51.025994,,,,,,,,,,,,,,
,2022-09-26 14:39:51.547586,0.12979470193386078,0.0004310650983825326,0.12979470193386078,9899.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:40:17.624712,,,,,,,,,,,,,,
,2022-09-26 14:40:18.146825,0.003967520780861378,2.2527252440340817e-05,0.003967520780861378,9949.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:40:44.136958,,,,,,,,,,,,,,
,2022-09-26 14:41:14.687243,0.08053502440452576,0.00026861915830522776,0.08053502440452576,9999.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:41:40.570954,,,,,,,,,,,,,,
,2022-09-26 14:41:41.091849,0.0031063873320817947,1.8657818145584315e-05,0.0031063873320817947,10049.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:42:07.045471,,,,,,,,,,,,,,
,2022-09-26 14:42:07.568561,0.006186372600495815,3.290669701527804e-05,0.006186372600495815,10099.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:42:33.540528,,,,,,,,,,,,,,
,2022-09-26 14:42:34.062640,0.003242564620450139,1.9280938431620598e-05,0.003242564620450139,10149.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:42:59.962663,,,,,,,,,,,,,,
,2022-09-26 14:43:00.483079,0.016791358590126038,7.434173312503844e-05,0.016791358590126038,10199.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:43:26.433295,,,,,,,,,,,,,,
,2022-09-26 14:43:26.955461,0.10483956336975098,0.0003444167959969491,0.10483956336975098,10249.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:43:52.938375,,,,,,,,,,,,,,
,2022-09-26 14:43:53.462455,0.006495597772300243,3.337033558636904e-05,0.006495597772300243,10299.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:44:19.324726,,,,,,,,,,,,,,
,2022-09-26 14:44:19.855556,0.44713085889816284,0.03275394067168236,0.44713085889816284,10349.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:44:45.741247,,,,,,,,,,,,,,
,2022-09-26 14:44:46.263978,0.28151190280914307,0.0016944085946306586,0.28151190280914307,10399.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:45:12.204566,,,,,,,,,,,,,,
,2022-09-26 14:45:12.743541,0.10832104086875916,0.000356160628143698,0.10832104086875916,10449.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:45:38.722260,,,,,,,,,,,,,,
,2022-09-26 14:46:09.444003,0.0017298053717240691,1.0389687304268591e-05,0.0017298053717240691,10499.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:46:35.423068,,,,,,,,,,,,,,
,2022-09-26 14:46:35.944755,0.10830417275428772,0.0003558965399861336,0.10830417275428772,10549.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:47:01.845194,,,,,,,,,,,,,,
,2022-09-26 14:47:02.366956,0.0054652150720357895,2.7794088964583352e-05,0.0054652150720357895,10599.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:47:28.235563,,,,,,,,,,,,,,
,2022-09-26 14:47:28.761810,0.43483132123947144,0.004271679557859898,0.43483132123947144,10649.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:47:54.723460,,,,,,,,,,,,,,
,2022-09-26 14:47:55.244631,0.140546977519989,0.0004766301135532558,0.140546977519989,10699.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:48:21.314863,,,,,,,,,,,,,,
,2022-09-26 14:48:21.835579,0.2610265016555786,0.0012533270055428147,0.2610265016555786,10749.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:48:47.830116,,,,,,,,,,,,,,
,2022-09-26 14:48:48.352884,0.39675697684288025,0.005157059989869595,0.39675697684288025,10799.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:49:14.341575,,,,,,,,,,,,,,
,2022-09-26 14:49:14.861885,0.15342247486114502,0.0005231642280705273,0.15342247486114502,10849.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:49:40.847196,,,,,,,,,,,,,,
,2022-09-26 14:49:41.368746,0.16706475615501404,0.0005797574995085597,0.16706475615501404,10899.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:50:07.336720,,,,,,,,,,,,,,
,2022-09-26 14:50:07.864751,0.2964036762714386,0.0020931356120854616,0.2964036762714386,10949.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:50:33.763222,,,,,,,,,,,,,,
,2022-09-26 14:51:04.410357,0.00879459735006094,4.472611180972308e-05,0.00879459735006094,10999.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:51:30.398237,,,,,,,,,,,,,,
,2022-09-26 14:51:30.919956,0.3473453223705292,0.005532701965421438,0.3473453223705292,11049.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:51:56.902588,,,,,,,,,,,,,,
,2022-09-26 14:51:57.424002,0.2383410930633545,0.0010978200007230043,0.2383410930633545,11099.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:52:23.462242,,,,,,,,,,,,,,
,2022-09-26 14:52:23.986990,0.5677828192710876,0.019892962649464607,0.5677828192710876,11149.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:52:49.958782,,,,,,,,,,,,,,
,2022-09-26 14:52:50.480714,0.002486814744770527,1.5022402294562198e-05,0.002486814744770527,11199.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:53:16.473288,,,,,,,,,,,,,,
,2022-09-26 14:53:17.010407,0.0181233212351799,7.488816481782123e-05,0.0181233212351799,11249.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:53:42.925141,,,,,,,,,,,,,,
,2022-09-26 14:53:43.448172,0.005442330613732338,2.954312731162645e-05,0.005442330613732338,11299.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:54:09.387457,,,,,,,,,,,,,,
,2022-09-26 14:54:09.910877,0.4434970021247864,0.010819714516401291,0.4434970021247864,11349.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:54:35.816496,,,,,,,,,,,,,,
,2022-09-26 14:54:36.342286,0.062204644083976746,0.0002063531574094668,0.062204644083976746,11399.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:55:02.367913,,,,,,,,,,,,,,
,2022-09-26 14:55:02.891232,0.10055451095104218,0.0003315574722364545,0.10055451095104218,11449.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:55:28.848198,,,,,,,,,,,,,,
,2022-09-26 14:55:59.104294,0.16399529576301575,0.0005691056721843779,0.16399529576301575,11499.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:56:25.025344,,,,,,,,,,,,,,
,2022-09-26 14:56:25.559779,0.026169126853346825,0.00010953978198813275,0.026169126853346825,11549.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:56:51.508681,,,,,,,,,,,,,,
,2022-09-26 14:56:52.034185,0.17034628987312317,0.0006309967138804495,0.17034628987312317,11599.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:57:17.972849,,,,,,,,,,,,,,
,2022-09-26 14:57:18.497834,0.017501769587397575,7.278646080521867e-05,0.017501769587397575,11649.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:57:44.466348,,,,,,,,,,,,,,
,2022-09-26 14:57:44.988744,0.1888555884361267,0.0007360914605669677,0.1888555884361267,11699.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:58:10.861267,,,,,,,,,,,,,,
,2022-09-26 14:58:11.382841,0.006871584337204695,3.6077424738323316e-05,0.006871584337204695,11749.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:58:37.332182,,,,,,,,,,,,,,
,2022-09-26 14:58:37.853516,0.07212384045124054,0.00024120694433804601,0.07212384045124054,11799.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:59:03.781741,,,,,,,,,,,,,,
,2022-09-26 14:59:04.320199,0.01086480263620615,5.1946917665190995e-05,0.01086480263620615,11849.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:59:30.203029,,,,,,,,,,,,,,
,2022-09-26 14:59:30.724702,0.14210934937000275,0.0004957649507559836,0.14210934937000275,11899.0,1.0,,,,,,,,,
0.0005,2022-09-26 14:59:56.713921,,,,,,,,,,,,,,
,2022-09-26 14:59:57.239138,0.031191527843475342,0.00012164924555690959,0.031191527843475342,11949.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:00:23.193100,,,,,,,,,,,,,,
,2022-09-26 15:00:53.973562,0.11756885051727295,0.00040057787555269897,0.11756885051727295,11999.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:01:20.006026,,,,,,,,,,,,,,
,2022-09-26 15:01:20.527272,0.13675564527511597,0.00046447879867628217,0.13675564527511597,12049.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:01:46.536000,,,,,,,,,,,,,,
,2022-09-26 15:01:47.063521,0.004719635471701622,2.5731827918207273e-05,0.004719635471701622,12099.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:02:13.070754,,,,,,,,,,,,,,
,2022-09-26 15:02:13.603314,0.034539368003606796,0.00012814742513000965,0.034539368003606796,12149.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:02:39.488240,,,,,,,,,,,,,,
,2022-09-26 15:02:40.009784,0.10623972117900848,0.0003504760970827192,0.10623972117900848,12199.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:03:05.960835,,,,,,,,,,,,,,
,2022-09-26 15:03:06.483396,0.024521881714463234,0.00010609481250867248,0.024521881714463234,12249.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:03:32.477637,,,,,,,,,,,,,,
,2022-09-26 15:03:33.006220,0.04372071474790573,0.00016154252807609737,0.04372071474790573,12299.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:03:58.961126,,,,,,,,,,,,,,
,2022-09-26 15:03:59.482224,0.03704409301280975,0.00012902905291412026,0.03704409301280975,12349.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:04:25.397525,,,,,,,,,,,,,,
,2022-09-26 15:04:25.919820,0.061780501157045364,0.00020911122555844486,0.061780501157045364,12399.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:04:51.871296,,,,,,,,,,,,,,
,2022-09-26 15:04:52.403036,0.02552769146859646,0.00010349982039770111,0.02552769146859646,12449.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:05:18.323320,,,,,,,,,,,,,,
,2022-09-26 15:05:48.864878,0.12105982005596161,0.00040257626096718013,0.12105982005596161,12499.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:06:14.854776,,,,,,,,,,,,,,
,2022-09-26 15:06:15.378131,0.015226345509290695,6.81570527376607e-05,0.015226345509290695,12549.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:06:41.338136,,,,,,,,,,,,,,
,2022-09-26 15:06:41.863214,0.5187746286392212,0.009801331907510757,0.5187746286392212,12599.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:07:07.845229,,,,,,,,,,,,,,
,2022-09-26 15:07:08.367914,0.00791061669588089,3.9539907447760925e-05,0.00791061669588089,12649.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:07:34.325552,,,,,,,,,,,,,,
,2022-09-26 15:07:34.848394,0.009074578993022442,4.388521483633667e-05,0.009074578993022442,12699.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:08:00.932085,,,,,,,,,,,,,,
,2022-09-26 15:08:01.452988,0.015477534383535385,6.759905954822898e-05,0.015477534383535385,12749.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:08:27.373188,,,,,,,,,,,,,,
,2022-09-26 15:08:27.895282,0.34858137369155884,0.010270227678120136,0.34858137369155884,12799.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:08:53.902249,,,,,,,,,,,,,,
,2022-09-26 15:08:54.434020,0.002762384247034788,1.637852255953476e-05,0.002762384247034788,12849.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:09:20.451914,,,,,,,,,,,,,,
,2022-09-26 15:09:20.973468,0.11000621318817139,0.00036290145362727344,0.11000621318817139,12899.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:09:46.958898,,,,,,,,,,,,,,
,2022-09-26 15:09:47.486687,0.045217759907245636,0.00016038166359066963,0.045217759907245636,12949.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:10:13.495330,,,,,,,,,,,,,,
,2022-09-26 15:10:43.794444,0.012631578370928764,5.654220512951724e-05,0.012631578370928764,12999.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:11:09.772490,,,,,,,,,,,,,,
,2022-09-26 15:11:10.293808,0.008326783776283264,4.192113919998519e-05,0.008326783776283264,13049.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:11:36.153637,,,,,,,,,,,,,,
,2022-09-26 15:11:36.675333,0.07634124159812927,0.0002576617698650807,0.07634124159812927,13099.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:12:02.710545,,,,,,,,,,,,,,
,2022-09-26 15:12:03.241772,0.35821494460105896,0.0036711625289171934,0.35821494460105896,13149.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:12:29.194786,,,,,,,,,,,,,,
,2022-09-26 15:12:29.717334,0.10211926698684692,0.0004023567889817059,0.10211926698684692,13199.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:12:55.650109,,,,,,,,,,,,,,
,2022-09-26 15:12:56.172439,0.01110915094614029,5.0350190576864406e-05,0.01110915094614029,13249.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:13:22.217688,,,,,,,,,,,,,,
,2022-09-26 15:13:22.739126,0.7141761779785156,0.09069733321666718,0.7141761779785156,13299.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:13:48.699608,,,,,,,,,,,,,,
,2022-09-26 15:13:49.221566,0.10194426774978638,0.00033963570604100823,0.10194426774978638,13349.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:14:15.143204,,,,,,,,,,,,,,
,2022-09-26 15:14:15.665992,0.006023665890097618,3.148840551148169e-05,0.006023665890097618,13399.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:14:41.691459,,,,,,,,,,,,,,
,2022-09-26 15:14:42.214874,0.18365181982517242,0.0007084283279255033,0.18365181982517242,13449.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:15:08.178538,,,,,,,,,,,,,,
,2022-09-26 15:15:38.718447,0.19641295075416565,0.0008079677354544401,0.19641295075416565,13499.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:16:04.777586,,,,,,,,,,,,,,
,2022-09-26 15:16:05.301679,0.10465030372142792,0.00034376769326627254,0.10465030372142792,13549.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:16:31.326212,,,,,,,,,,,,,,
,2022-09-26 15:16:31.847944,0.02049732208251953,7.865958468755707e-05,0.02049732208251953,13599.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:16:57.766628,,,,,,,,,,,,,,
,2022-09-26 15:16:58.288142,0.0050468845292925835,2.799919639073778e-05,0.0050468845292925835,13649.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:17:24.274978,,,,,,,,,,,,,,
,2022-09-26 15:17:24.797103,0.006860276684165001,3.6280198401072994e-05,0.006860276684165001,13699.0,1.0,,,,,,,,,
0.0005,2022-09-26 15:17:50.836844,,,,,,,,,,,,,,
